"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1514518931498","4.41795322555095","3.32810618205242","3.55573970145607","3.96016524098612","2.88903747468842","3.15913340675828","2.3334767222092","1.48962721765101","1.97629230718668","1.43385017961099","1.66174039821275","0.678404591373222","-0.4392272976742","","","","","","","","","","","","","","","","","","","","","","",
"","AFE","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","1.23352053264049","1.28880895807523","1.46173272958918","1.31125659164521","1.66479042525043","2.31827671059066","2.0905565645644","2.34727064931005","2.81925341362624","3.25544658951024","3.0045415770511","2.80752387422962","3.14575032068224","2.86198112002219","3.02609483212424","4.35118549959002","4.46562001345853","4.34378130955611","4.49196003149309","4.13002052745473","4.42838153893009","3.98691694261701","5.12809698584571","4.65600146459683","4.49602439888058","4.15135845511539","3.17747506725673","2.94131865328694","2.9877119007859","2.9630933299495","2.92467082979582","3.42812070357462","4.48592017311649","4.86366270531354","3.83712391363057","3.32912840436095","3.3410299850275","3.25338615959763","3.53798568983797","3.64312098749041","3.04079528571677","3.09457414881624","2.79787139358526","3.08764336900395","2.67404240072401","2.84687168478502","2.9058268635471","2.8103700641703","2.85647752803412","3.10767027670385","","",
"Afganistán","AFG","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","3.12995979786311","6.19107085591996","3.03525886165158","4.78304298987758","5.66117139133249","5.25292205079719","3.55800938620611","2.40390128687798","2.08526153286058","1.89528598781321","1.54726032359141","2.37788624299104","3.38297455351774","3.14605159640144","2.22093843236199","2.77031263884376","2.68851046879588","2.74108995111258","2.20995390436947","2.6275617366056","0.76953022005757","0.646203121457989","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.3759826235208","39.2538427415398","37.9002822830897","33.4341350620002","25.4865598433669","24.0940673247319","22.1247112115557","22.2405764357521","20.061310098462","20.7853383749596","21.6648544487163","20.7175414327251","",
"","AFW","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","2.38968863640332","3.03855450886221","2.54783645485607","2.6401942017967","2.71869782914889","2.88828149699122","2.29251931775973","2.3765322324942","3.02156087207132","2.83906237747564","2.54893522731225","1.27915246886897","1.42034029030408","1.83557906950639","2.53584635485808","2.57918271042727","3.84124452858243","4.09421641693613","4.74119338325807","6.08241207752646","5.63190531072515","5.90040633142393","5.92614839457482","6.82707292472974","9.36317372965378","6.7653871037024","5.89995844060258","4.58363283587478","4.79689879431262","3.76824304807904","3.25894258077985","3.52968854353624","3.90624601873932","3.54441189984784","3.60254545936909","5.11720427668886","5.45056399471041","2.92438003271261","2.36698881941104","3.00224939563019","2.79194084824985","2.28164191921572","2.28085350249577","1.83457899462876","1.76933012621041","1.98361128509172","2.05969381937668","2.41402430003749","2.33849504699551","2.41055849239085","","",
"Angola","AGO","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.35373036804199","1.94854","2.01107269042968","2.34916878173828","1.66614504231771","2.65061269042969","2.61302920193991","9.82239778801824","8.93855746250531","23.0059605688839","8.7272495999473","7.87882323592845","5.26935002642867","6.05457832006159","8.10601730041004","4.05719895987582","3.83358753594609","3.03297828531289","3.06784242853573","5.43262322423906","1.25889235975908","0.353915215758205","0.450826615073003","0.493229741050438","0.376378284704952","0.318592320232247","0.193049316209001","0.211809290442398","0.230755904966498","0.182601995829692","0.459033191873544","0.426047075099814","0.344828938239328","0.226082778730787","0.0338023534609062","0.225775392947085","",
"Albania","ALB","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.271029623405531","0.458945674529754","0.545233747537531","30.7971639752754","66.3841544663753","22.201161285155","8.60798917057252","7.41268311476102","6.92808250134559","7.28632032471816","10.2475235618709","14.8500790325072","8.86609109652124","6.63349199425153","6.89582976498934","6.06223507062359","4.09220886180167","3.83584084300425","3.53821439807726","2.81204259458411","2.8180863284706","3.0132274169821","3.09177889336386","2.94305064166449","2.85466256532017","2.07208997483305","2.10623397673944","2.90891839849423","1.41896767320556","1.28989200629084","2.27454196792047","0.177957604263316","2.0827683079275","",
"Andorra","AND","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El mundo árabe","ARB","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","1.50297464953947","1.3535505347051","1.36412873107451","2.68021728072174","2.44215872793474","3.15634017604115","2.60498331687109","2.7120964831731","2.42642272898066","2.13135510406237","1.81065758921118","1.71666616189495","1.53652811984394","1.39832265418907","1.2803285386974","1.44802038292548","1.4047484874795","1.39787288856926","1.08700553039851","0.987230086376274","1.74462147924589","2.39631777174223","1.74148841808205","1.51103252969979","1.52657510373975","1.07668059618384","1.04521181475464","0.89726824873513","1.01502823512922","0.784888172627667","0.635080472329083","0.6960985490272","0.667027680837031","1.03733009384315","1.11535146128207","2.2902188630974","1.1445272107651","1.06062175074062","1.00757384820118","0.728325839858152","0.538635217797784","0.541824760008627","0.548020423885485","0.797549514266023","0.775769261051062","0.820830716368639","1.1064437318455","1.15610228652516","1.21867276971641","1.12892396153757","","",
"Emiratos Árabes Unidos","ARE","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","DT.ODA.ODAT.GN.ZS","","","0.21990632480266","0.148680033519912","-0.0201386779034425","-0.196538763267846","-0.0311449194739381","0.0368875693851169","0.0104436350372862","0.0566428539487241","-0.0080272882310156","0.0148061817021966","0.00552639650730118","0.0257197065136732","0.0219455475010597","0.0225784136573755","0.0275275947554776","0.0290916421464972","0.0290385032794655","0.041194201075371","0.0572577820878932","0.0479294530261233","0.0372142538216609","0.0350965994560102","0.0436551970902556","0.0467059079671467","0.0695510325786165","0.0787122425962309","0.118029179346251","0.287114132337943","0.126992209050117","0.151079065846824","0.118794513835919","0.10522210268115","0.0634184317656255","0.0584852786713887","0.0459182667317131","0.0346286579223676","0.0253685396931604","0.0298414156639025","0.0269504387904764","0.0604054177334469","0.106711895768803","0.0961356674362457","0.0665065181767243","0.0532887924931625","0.0507831394133","0.0322256673810373","0.0354550504524356","0.0359510574741892","0.031845649045691","0.0188443113059029","0.0333443631743168","0.00642926986406417","0.00946400574302463","-0.00323329356201408","0.000480512872617534","-0.000186543143680413","0.0144459359168457","0.00202524547509341","0.0266934568472951","",
